member,group_id,r1,r2,r3,r4,r5,r6
40864512,19596369,0.09914496345038526,0.1918611653349151,0.0,5.670245238482465e-12,0.0,0.0
12647554,19596369,2.481966666562004,0.6481498743205714,0.5534690827722403,0.492191611314335,0.0,0.0
203415683,19596369,1.5385709809684187,0.7985119857081061,0.0,1.2581360429876594e-10,0.0,0.0
8509830,19596369,0.7936631350784862,0.6970380623413355,0.5185120452007631,0.7211867833765324,0.0,0.0
194735622,19596369,1.4392780685076794,0.7830929481093735,0.0,1.170672696633941e-10,0.0,0.0
6218632,19596369,6.354816618872945,0.5562565811502158,1.0868370633755147,1.0533865980389068,0.0,0.0
72080012,19596369,0.5953197042225792,0.5300038630332063,0.18457839711064508,0.25690591209798597,0.0,0.0
10499090,19596369,8.490509101065808,0.1675076794376964,0.1804713677236848,0.0,0.0,0.0
205299348,19596369,0.8436258666189539,0.5650316158566773,0.0,6.677803504768337e-11,0.0,0.0
123765272,19596369,0.4959766703932826,0.5356263208984676,0.36942172947702095,0.37450207668572644,0.0,0.0
64158752,19596369,2.2832754644020485,0.8004965693754366,0.6616487940134682,0.31746394257259936,0.0,0.0
204588320,19596369,1.091893750816282,0.5611194658962623,0.0,8.938412056922544e-11,0.0,0.0
177235362,19596369,0.9925000113784003,0.6659454122798976,0.0,7.854143308500824e-11,0.0,0.0
7379363,19596369,1.6872656524771759,0.7963950063748405,0.784396676579629,0.9629253941888578,0.0,0.0
203336611,19596369,0.14870318586792056,0.30479721885401306,0.0,8.208894388752883e-12,0.0,0.0
204856611,19596369,0.49614071355196526,0.4633131335102519,0.0,3.6998360827301075e-11,0.0,0.0
204955814,19596369,0.049631627517219945,0.0,0.0,0.0,0.0,0.0
3956264,19596369,0.39669704443278764,0.45850803020812514,0.3694598346916338,0.5137762766442231,0.0,0.0
204969774,19596369,0.9924697209716794,0.7020693701153641,0.0,7.791164517022908e-11,0.0,0.0
1602608,19596369,14.299822308640064,0.0031893354800859495,1.1920962656858292,0.7833877829664824,0.0,0.0
205038386,19596369,0.5456702834522572,0.610419818487625,0.0,3.8941279145032e-11,0.0,0.0
72804532,19596369,0.09926325503443989,0.0,0.0,0.0,0.0,0.0
34753592,19596369,4.3192851860060735,0.449964116856003,0.7639381517582179,0.5129663843149895,0.0,0.0
125806652,19596369,1.1414813360194473,0.6390378308181469,0.0,9.25332690294302e-11,0.0,0.0
274877,19596369,4.120384617389455,0.7036041018924517,0.9224546106478204,0.7889603558918987,0.0,0.0
202550719,19596369,0.4960862506335053,0.5282649246226242,0.0,3.586599352973895e-11,0.0,0.0
194909122,19596369,0.893133953293654,0.7377589252979083,0.0,6.827428552576941e-11,0.0,0.0
145953352,19596369,0.3967896420542451,0.5172538314544302,0.0,2.7042804883648828e-11,0.0,0.0
187231445,19596369,0.5455506212130256,0.6377168185987032,0.47750690426292186,0.35044381460834245,0.0,0.0
205112408,19596369,3.0282446145553905,0.6959366673002394,0.0,2.6282918376347443e-10,0.0,0.0
11577440,19596369,2.283415111371232,0.7385022080652452,0.0,1.9447346164899076e-10,0.0,0.0
204984034,19596369,0.34723762135010877,0.39692169258746196,0.0,2.463310103659344e-11,0.0,0.0
201033704,19596369,0.29750454634458007,0.49251263490229363,0.0,1.845899133383407e-11,0.0,0.0
194018540,19596369,2.8791746879781877,0.8285098027209855,0.0,2.4699518053648583e-10,0.0,0.0
203669870,19596369,0.4960862506335053,0.5282649246226242,0.0,3.586599352973895e-11,0.0,0.0
106451702,19596369,1.1910281705558834,0.7655926229973626,0.18324084003070043,0.0,0.0,0.0
136339962,19596369,0.6449735001333015,0.613550172634283,0.0,4.790185683884943e-11,0.0,0.0
